age,experience,licence,NCD,PostcodeArea,make,EngineCC,fuel,value,vehicle_age,ownership,vehicle_kept,mileage,use,claims,price,train_test
42,23,Full,16,SG,FORD,1242,P,4500,4,3,Drive,1000,SDP,0,223,0
33,12,Full,0,L,FORD,1997,D,3400,11,0,Drive,8000,SDP&C,0,2591,0
24,5,Full,0,RH,PEUGEOT,1997,D,6100,5,0,Garage,4000,SDP&C,1,1569,0
63,44,Full,9,WF,LANDROVER,2179,D,27400,2,0,Garage,5000,SDP,0,318,0
79,60,Full,20,HA,VAUXHALL,1199,P,400,14,12,Drive,6000,SDP,0,315,0
30,8,Full,6,BT,PEUGEOT,1398,D,400,14,0,Drive,8000,SDP,0,444,0
47,26,Full,13,DN,FORD,1242,P,200,19,0,Drive,2000,SDP&C,0,292,0
41,20,Full,11,WR,VAUXHALL,1199,P,300,14,0,Drive,10000,SDP&C,0,576,0
80,40,Full,8,CO,MERCEDES-BENZ,2148,D,8800,8,4,Drive,2000,SDP,0,457,0
20,0,Full,0,YO,FORD,1297,P,600,10,0,Drive,4000,SDP&C,0,1241,0
27,5,Full,5,HP,SEAT,1595,P,2200,11,0,Other,7000,SDP,0,729,0
59,34,Full,9,LU,JAGUAR,2099,P,500,14,0,Other,5000,SDP,0,952,0
17,0,Full,0,BT,MINI,1598,P,5800,4,0,Drive,7000,SDP&C,0,2918,0
70,46,Full,14,NN,FORD,1999,P,400,14,0,Road,16000,SDP,0,378,0
42,23,Full,18,EN,TOYOTA,2231,D,6000,8,3,Drive,5000,SDP,0,611,0
44,13,Full,0,FK,RENAULT,1390,P,100,15,0,Garage,8000,SDP,0,667,0
43,25,Full,10,CV,ROVER,1589,P,400,13,2,Garage,3000,SDP,1,407,0
25,0,Full,0,RM,BMW,2996,P,5300,9,0,Garage,5000,SDP,0,1657,0
33,9,Full,4,BB,VOLKSWAGEN,999,P,300,17,0,Drive,10000,SDP&C,0,640,0
22,1,Full,0,CW,RENAULT,1149,P,900,9,0,Other,6000,SDP,0,1399,0
43,24,Full,4,SR,NISSAN,1386,P,1000,11,0,Garage,10000,SDP,0,781,0
55,31,Full,8,UB,VAUXHALL,1398,P,2700,7,3,Drive,6000,SDP,0,518,0
54,29,Full,9,RG,MERCEDES-BENZ,2987,D,36200,2,1,Garage,8000,SDP&C,0,459,0
70,51,Full,10,NR,MERCEDES-BENZ,2987,D,9100,8,1,Drive,6000,SDP,1,307,0
47,15,Full,1,CF,VOLKSWAGEN,1968,D,5000,10,1,Drive,5000,Business,0,505,0
72,55,Full,20,S,MERCEDES-BENZ,2295,P,1200,19,1,Road,5000,SDP,0,337,0
18,0,Full,0,NR,RENAULT,1149,P,400,13,0,Garage,5000,SDP,0,1730,0
31,13,Full,5,SN,LANDROVER,2179,D,6200,9,3,Garage,10000,SDP&C,0,383,0
46,28,Full,12,TW,HONDA,1339,P,800,11,4,Drive,7000,SDP&C,0,209,0
41,13,Full,0,S,FORD,1299,P,1000,15,1,Road,4000,SDP,0,549,0
42,24,Full,11,KY,ALFA ROMEO,1248,D,3600,8,0,Drive,8000,SDP&C,1,222,0
42,21,Full,10,WF,VAUXHALL,1598,P,1400,10,7,Garage,10000,SDP&C,1,374,0
63,38,Full,10,CH,VAUXHALL,1796,P,7200,1,1,Road,12000,SDP,1,328,0
24,5,Full,1,WF,FORD,1596,P,4200,5,2,Drive,6000,SDP,1,874,0
66,30,Full,20,NG,HONDA,1396,P,3500,18,9,Garage,500,SDP,0,216,0
20,3,Full,3,TR,FORD,1297,P,400,13,1,Drive,10000,SDP&C,0,427,0
25,1,Full,1,BN,VAUXHALL,1598,P,300,15,0,Drive,5000,SDP,0,1164,0
25,7,Full,4,CV,FORD,1398,D,400,15,0,Drive,3000,SDP,0,775,0
62,40,Full,20,RG,VOLVO,2435,P,500,16,4,Drive,13000,SDP&C,0,225,0
69,36,Full,10,HR,VAUXHALL,1229,P,1500,8,5,Garage,5000,SDP,0,172,0
28,1,Full,0,B,FORD,1242,P,6200,2,0,Drive,8000,SDP&C,0,676,0
26,1,Full,1,WA,FORD,1242,P,200,15,1,Drive,7000,SDP&C,0,1136,0
48,30,Full,0,SY,PEUGEOT,1560,D,4000,8,0,Garage,5000,Business,0,425,0
33,9,Full,9,WN,MAZDA,1349,P,1900,8,3,Drive,5000,SDP&C,0,346,0
81,58,Full,11,LL,SKODA,1395,P,8000,3,1,Drive,11000,SDP,1,411,0
20,1,Full,1,NG,FORD,1596,P,4900,5,0,Drive,5000,SDP&C,0,1418,0
19,1,Full,0,TR,VOLKSWAGEN,1390,P,500,18,2,Road,9000,SDP&C,0,1358,0
47,30,Full,2,SY,VOLKSWAGEN,1896,D,1000,13,0,Road,6000,SDP&C,0,536,0
52,32,Full,15,W,AUDI,2967,D,26100,2,2,Drive,10000,SDP,0,532,0
23,6,Full,4,IG,FORD,999,P,13000,0,0,Drive,500,SDP,0,1115,0
37,18,Full,14,DN,VAUXHALL,1248,D,800,11,4,Drive,4000,SDP&C,1,223,0
31,13,Full,9,B,PEUGEOT,1598,P,2600,8,0,Drive,10000,SDP,1,467,0
25,0,Full,0,TW,VOLKSWAGEN,1198,P,500,15,0,Garage,4000,SDP,0,2628,0
58,39,Full,20,PE,BMW,2171,P,1400,12,2,Drive,8000,SDP&C,0,271,0
44,20,Full,7,HA,SMART,1124,P,900,12,0,Drive,5000,SDP,0,832,0
21,0,Full,0,WR,SEAT,999,P,4200,2,0,Drive,6000,SDP&C,0,930,0
38,20,Full,10,HX,PEUGEOT,1560,D,6400,4,4,Drive,8000,SDP,0,211,0
49,25,Full,2,CR,FORD,1596,P,600,10,0,Garage,8000,SDP,1,1552,0
59,42,Full,9,TN,MAZDA,2183,D,3700,7,4,Drive,13000,SDP&C,0,296,0
23,1,Full,1,CH,RENAULT,1149,P,600,11,0,Drive,2000,SDP,0,1104,0
48,30,Full,7,MK,VAUXHALL,1229,P,1300,11,1,Drive,8000,SDP&C,0,218,0
20,0,Full,0,DD,RENAULT,1149,P,3400,6,0,Drive,5000,SDP,0,1345,0
45,11,Full,9,W,RENAULT,1598,P,300,15,0,Drive,2000,SDP&C,0,699,0
30,12,Full,0,YO,FORD,1297,P,700,10,0,Drive,5000,SDP,0,796,0
54,30,Full,20,PA,FORD,1596,P,4200,5,2,Drive,7000,SDP,1,200,0
17,0,Full,0,BS,SEAT,1390,P,2200,8,0,Other,10000,SDP,0,2353,0
31,12,Full,0,ME,LEXUS,1988,P,1200,16,0,Drive,3000,SDP,0,1350,0
74,37,Full,9,CM,VOLKSWAGEN,1595,P,800,15,8,Garage,4999,SDP,0,201,0
75,41,Full,10,MK,FORD,999,P,16000,0,0,Road,5000,SDP,0,306,0
30,12,Full,12,SK,FORD,1388,P,2000,13,7,Drive,5000,SDP&C,0,220,0
19,0,Full,1,NE,NISSAN,1598,P,5900,4,0,Drive,5000,SDP,0,1337,0
36,19,Full,10,CF,VOLKSWAGEN,1199,D,4500,6,2,Drive,10000,SDP&C,0,325,0
59,26,Full,20,PR,VAUXHALL,2231,D,8000,4,0,Drive,8000,SDP,0,368,0
57,40,Full,5,DA,VAUXHALL,1248,D,3300,6,5,Drive,3000,SDP,0,320,0
25,7,Full,7,CH,RENAULT,898,P,9300,4,1,Drive,2000,SDP,0,719,0
30,2,Full,2,L,BMW,1995,D,4800,10,0,Other,5000,SDP&C,0,1333,0
52,29,Full,10,S,FORD,1596,P,300,13,0,Road,8000,SDP&C,0,481,0
26,4,Full,4,SA,HONDA,1798,P,5500,5,1,Drive,8000,SDP&C,0,539,0
45,26,Full,0,WV,SUZUKI,1586,P,10000,0,0,Drive,8000,Business,1,520,0
45,26,Full,5,CM,FORD,1242,P,1100,9,2,Drive,3000,SDP,0,340,0
55,29,Full,0,DA,FORD,1297,P,600,11,0,Other,6000,SDP&C,0,540,0
24,6,Full,5,DE,FORD,1596,P,9000,2,0,Garage,6000,SDP&C,0,962,0
58,28,Full,1,LL,DAEWOO,995,P,400,13,0,Drive,5000,SDP,1,253,0
20,3,Full,3,TW,VOLKSWAGEN,1395,P,10600,3,0,Road,5000,SDP&C,2,1063,0
66,49,Full,20,LE,FORD,1997,D,3000,6,1,Drive,8000,SDP,0,263,0
30,12,Full,0,SM,VOLKSWAGEN,1984,P,500,14,0,Other,3000,SDP,0,1099,0
17,0,Full,0,SA,BMW,1496,D,17800,0,0,Garage,500,SDP&C,0,1748,0
22,5,Full,2,TF,FORD,1498,D,5400,3,0,Garage,10000,SDP&C,1,798,0
21,0,Full,0,PE,PEUGEOT,1360,P,200,17,0,Drive,5000,SDP,0,2368,0
37,20,Full,3,NG,VAUXHALL,1956,D,5900,6,0,Drive,8000,SDP&C,0,501,0
20,0,Full,0,UB,FIAT,1242,P,5000,5,0,Drive,5000,SDP&C,0,2078,0
22,1,Full,0,SG,AUDI,1968,D,3600,10,0,Drive,10000,SDP&C,0,2301,0
22,4,Full,4,DY,VOLKSWAGEN,1198,P,7200,3,2,Drive,12000,SDP&C,0,569,0
22,3,Full,2,CH,BMW,2494,P,300,17,0,Drive,6000,SDP,0,1151,0
20,3,Full,0,AB,VAUXHALL,1686,D,3100,7,0,Drive,10000,SDP,0,1279,0
46,28,Full,20,WF,VOLKSWAGEN,1896,D,1300,11,3,Drive,5000,SDP,0,643,0
31,12,Full,0,BL,TOYOTA,1332,P,500,20,0,Drive,12000,SDP&C,0,1104,0
27,9,Provisional,0,S,PEUGEOT,1360,P,200,18,0,Drive,10000,SDP&C,0,1560,0
56,28,Full,7,G,RENAULT,1149,P,2400,7,0,Drive,5000,SDP,0,302,0
48,31,Full,20,NG,FORD,1297,P,600,11,11,Road,5000,SDP,0,330,0
58,23,Full,15,HG,KIA,1248,P,4700,5,0,Drive,4000,SDP,0,169,0
67,50,Full,20,HX,NISSAN,1461,D,5300,7,7,Road,3000,SDP,0,282,0
41,14,Full,0,DT,VAUXHALL,1398,P,2500,6,0,Drive,5000,SDP&C,0,392,0
51,31,Full,2,N,VAUXHALL,1598,P,3500,6,5,Drive,4500,SDP,1,933,0
44,13,Full,12,BT,HYUNDAI,1399,P,1000,10,3,Drive,9000,SDP&C,0,302,0
31,13,Full,9,WN,HONDA,1339,P,2400,8,3,Drive,5000,SDP&C,0,379,0
63,41,Full,11,BS,FORD,1596,P,5300,4,3,Drive,7000,SDP&C,1,201,0
47,27,Full,9,SK,PEUGEOT,1199,P,3200,5,0,Road,1000,SDP&C,0,554,0
35,10,Full,10,BS,VOLKSWAGEN,1390,P,2000,8,4,Drive,6000,SDP&C,0,198,0
37,8,Full,1,WS,VAUXHALL,1598,P,800,10,1,Garage,500,SDP,0,540,0
30,3,Full,0,SK,TOYOTA,998,P,300,15,0,Drive,6000,SDP,0,1221,0
31,1,Full,1,NE,NISSAN,996,P,3100,4,0,Drive,4000,SDP,0,848,0
40,20,Full,20,OL,FIAT,1997,D,2000,12,0,Drive,7000,SDP&C,0,591,0
19,0,Full,0,NR,VAUXHALL,1229,P,600,11,0,Drive,8000,SDP&C,0,2310,0
30,4,Full,4,CF,MINI,1598,P,1100,14,0,Garage,4000,SDP,0,647,0
52,27,Full,10,M,MAZDA,1798,P,3700,8,6,Road,2500,Business,0,613,0
55,21,Full,9,IG,VOLKSWAGEN,1198,P,500,14,0,Garage,3000,SDP,0,744,0
45,28,Full,20,RG,FORD,1997,D,12600,3,1,Drive,10000,SDP&C,0,367,0
67,47,Full,8,PO,BMW,2993,D,28000,4,2,Garage,6000,SDP,0,347,0
32,12,Full,10,S,VAUXHALL,1398,P,2200,6,5,Drive,8000,SDP&C,0,297,0
35,5,Full,0,HD,VAUXHALL,1598,P,500,12,0,Other,5000,SDP,0,1801,0
43,20,Full,8,SA,SEAT,1598,D,5900,4,0,Drive,12000,SDP,0,582,0
31,12,Full,2,WA,FORD,1753,D,3600,10,0,Drive,10000,SDP,0,1275,0
28,9,Full,0,CT,SKODA,999,P,4100,3,0,Road,10000,SDP&C,0,435,0
39,18,Full,1,HG,RENAULT,1149,P,2800,7,0,Road,6000,SDP,0,350,0
57,24,Full,10,RM,VAUXHALL,1398,P,2300,6,3,Drive,3000,SDP,0,380,0
34,16,Full,9,BL,AUDI,1390,P,15000,0,0,Road,4000,SDP&C,0,386,0
72,54,Full,10,SE,TOYOTA,1797,P,5600,7,7,Drive,10000,SDP,1,553,0
56,5,Full,9,L,VAUXHALL,1398,P,2000,7,5,Other,6000,SDP&C,0,327,0
50,31,Full,15,BS,VOLKSWAGEN,1390,P,900,12,2,Road,5000,SDP&C,0,192,0
18,0,Full,0,EX,VAUXHALL,1248,D,800,10,0,Drive,15000,SDP&C,0,1904,0
56,30,Full,9,WA,AUDI,1896,D,1400,12,0,Drive,5000,SDP&C,0,388,0
30,13,Full,1,WF,VOLKSWAGEN,1390,P,900,12,0,Drive,5000,SDP&C,0,568,0
46,28,Full,3,B,HONDA,2204,D,2600,11,2,Drive,5000,SDP&C,0,648,0
50,30,Full,12,E,HONDA,2204,D,2900,9,0,Road,5000,SDP&C,1,702,0
42,21,Full,20,BR,VOLVO,2521,P,800,13,0,Drive,1000,Business,0,481,0
38,21,Full,5,BH,MERCEDES-BENZ,1461,D,11100,4,1,Drive,7000,SDP,0,450,0
66,46,Full,19,PE,MINI,1995,D,12600,4,3,Garage,2000,SDP,0,172,0
31,10,Full,9,SO,RENAULT,1598,P,400,11,1,Garage,4000,SDP,0,530,0
29,11,Full,7,LU,AUDI,1598,D,10500,2,1,Drive,10000,SDP&C,2,1049,0
42,25,Full,20,GL,SKODA,1390,P,600,14,2,Drive,8500,SDP&C,0,149,0
37,7,Full,7,NE,FORD,1242,P,1300,8,4,Road,10000,SDP&C,0,374,0
23,4,Full,0,LE,VAUXHALL,1229,P,1200,9,0,Road,4000,SDP&C,0,1460,0
38,3,Full,3,ST,MAZDA,1999,P,800,11,0,Garage,4500,SDP&C,0,751,0
51,31,Full,20,SA,TOYOTA,1995,D,1400,14,0,Drive,5000,SDP,0,314,0
23,1,Full,1,PE,FORD,1388,P,1000,9,0,Drive,4000,SDP,0,737,0
67,50,Full,9,CA,FORD,1242,P,2000,3,1,Drive,3000,SDP,0,182,0
71,20,Full,9,KT,FORD,1297,P,500,12,3,Drive,2000,SDP,0,153,0
27,8,Full,0,TS,SEAT,1598,D,4300,6,0,Drive,8000,SDP&C,0,816,0
34,16,Full,9,DY,VOLVO,2400,D,3500,8,0,Drive,5000,SDP,0,782,0
30,10,Full,5,PR,FORD,1796,P,0,17,0,Road,4000,SDP&C,0,978,0
46,23,Full,0,DD,FORD,1679,P,600,17,1,Drive,8000,SDP&C,0,738,0
73,25,Full,10,S,SKODA,1896,D,3000,11,10,Road,2000,SDP,0,406,0
71,40,Full,9,GL,VOLKSWAGEN,1422,D,1500,10,10,Garage,4000,SDP&C,0,163,0
44,17,Full,5,RH,FORD,1242,P,200,15,0,Drive,10000,SDP,0,463,0
52,35,Full,20,WN,VAUXHALL,1686,D,4500,6,0,Drive,5000,Business,0,362,0
33,6,Full,1,CW,CITROEN,998,P,2300,5,1,Garage,5000,SDP&C,1,575,0
72,53,Full,20,NG,JAGUAR,2993,D,12000,7,0,Drive,12000,SDP,0,459,0
22,4,Full,0,N,VAUXHALL,1598,P,3300,7,4,Garage,4000,SDP,0,2092,0
34,3,Full,2,RH,HONDA,1998,P,1200,13,0,Drive,8000,SDP&C,0,660,0
43,13,Full,8,B,VOLKSWAGEN,1984,P,1700,12,1,Drive,7500,SDP&C,2,473,0
24,0,Full,0,NP,RENAULT,1149,P,2900,6,0,Road,6000,SDP&C,0,1422,0
46,22,Full,20,IV,SKODA,1422,D,700,13,0,Garage,580,SDP,0,495,0
49,18,Full,10,SE,VAUXHALL,1364,P,800,10,3,Road,2000,SDP&C,0,358,0
20,2,Full,1,CA,CITROEN,1560,D,8100,2,1,Road,8000,SDP,0,1712,0
22,4,Full,2,NP,BMW,1598,P,8700,4,0,Garage,3000,SDP,0,1012,0
30,8,Full,1,CM,FORD,999,P,6000,4,1,Garage,10000,SDP&C,1,742,0
28,10,Full,9,CW,AUDI,1781,P,2500,11,0,Drive,15000,SDP&C,0,495,0
35,9,Full,9,WR,SUBARU,1994,P,1200,16,1,Garage,5000,SDP&C,0,470,0
18,1,Full,1,DN,FIAT,875,P,4200,5,1,Road,4000,SDP,0,1038,0
42,23,Full,20,N,SKODA,1781,P,500,16,7,Road,4000,SDP,0,294,0
53,30,Full,8,YO,FORD,1297,P,500,12,2,Road,4000,SDP,0,195,0
31,13,Full,5,BS,VAUXHALL,1686,D,5000,7,4,Drive,3000,SDP,1,312,0
59,25,Full,9,HD,VOLKSWAGEN,1390,P,900,12,1,Road,3000,SDP,1,410,0
37,19,Full,3,SE,CHRYSLER,2148,D,1000,14,3,Drive,2000,SDP,0,558,0
25,8,Full,6,WF,AUDI,1896,D,400,16,0,Drive,8000,SDP,0,915,0
40,22,Full,20,S,BMW,1997,P,35000,1,1,Garage,5000,SDP&C,0,389,0
38,15,Full,0,BS,FORD,1242,P,2600,6,0,Garage,5000,SDP,0,611,0
61,42,Full,20,NP,BMW,1995,D,11100,5,4,Drive,13000,Business,0,266,0
53,28,Full,3,WV,VAUXHALL,1598,P,900,9,0,Drive,5000,SDP,0,384,0
65,30,Full,20,L,FORD,1997,D,8000,4,1,Drive,10000,SDP,0,550,0
68,32,Full,5,HU,MERCEDES-BENZ,2143,D,13300,3,0,Garage,5000,SDP,1,403,0
61,43,Full,9,BB,CITROEN,1560,D,5000,6,5,Drive,5000,SDP,0,252,0
18,0,Full,0,M,VOLKSWAGEN,1390,P,1000,13,0,Drive,3000,SDP&C,0,2762,0
30,10,Full,9,NW,BMW,1995,D,8600,6,3,Garage,4000,SDP&C,0,1347,0
56,25,Full,2,M,AUDI,1896,D,2300,11,0,Drive,2000,SDP,0,475,0
42,24,Full,1,PL,AUDI,1781,P,1500,13,0,Drive,10000,SDP,0,372,0
44,26,Full,14,ST,FORD,1596,P,800,8,0,Drive,5000,SDP&C,1,891,0
37,20,Full,1,MK,NISSAN,1461,D,4100,9,5,Drive,4999,SDP,0,506,0
35,18,Full,15,TN,BMW,1598,P,22000,0,0,Drive,5000,SDP,0,366,0
68,31,Full,12,ME,VAUXHALL,999,P,5700,0,0,Drive,6000,SDP,0,158,0
60,11,Full,8,PO,VAUXHALL,1686,D,1400,10,0,Road,2000,SDP,0,324,0
70,50,Full,9,CT,NISSAN,998,P,200,16,14,Garage,1500,SDP,0,147,0
25,1,Full,0,UB,BMW,2171,P,1000,14,0,Road,5000,SDP,0,2822,0
41,17,Full,11,WF,MERCEDES-BENZ,1796,P,4500,10,1,Road,10000,SDP&C,0,476,0
72,52,Full,18,SM,VOLKSWAGEN,1395,P,13700,1,0,Drive,8000,SDP,0,260,0
25,4,Full,4,DY,VOLKSWAGEN,1390,P,1500,10,5,Drive,3000,SDP,0,679,0
30,10,Full,1,SA,MERCEDES-BENZ,1397,P,600,14,0,Drive,10000,SDP,0,857,0
63,42,Full,2,B,JAGUAR,1998,D,1700,11,0,Garage,5000,SDP,0,614,0
44,25,Full,12,BD,VAUXHALL,1598,P,1600,10,3,Road,8000,SDP&C,0,511,0
23,0,Full,0,PO,CITROEN,1360,P,900,9,0,Road,4000,SDP&C,0,1003,0
57,24,Full,10,B,FORD,1998,D,1200,11,2,Drive,5000,SDP&C,1,499,0
28,10,Full,6,BT,SUZUKI,1242,P,6500,2,0,Road,10000,SDP,0,349,0
49,22,Full,0,DD,FORD,1297,P,300,13,1,Drive,2500,SDP,0,216,0
38,20,Full,18,HP,AUDI,2698,D,4700,10,4,Road,7000,SDP&C,1,470,0
38,6,Full,5,GU,MAZDA,1999,P,1000,11,1,Road,7000,SDP&C,0,392,0
49,32,Full,20,PO,ROVER,1950,D,300,16,12,Drive,6000,SDP,0,240,0
21,1,Full,0,CO,VOLKSWAGEN,1198,P,600,12,0,Drive,2000,SDP,0,1293,0
51,29,Full,8,CO,FORD,1999,P,600,12,2,Drive,8000,SDP&C,0,232,0
45,27,Full,10,DA,NISSAN,1598,P,7000,6,0,Drive,10000,SDP,2,423,0
27,8,Full,3,WN,VAUXHALL,1398,P,9000,2,1,Road,9000,SDP&C,1,773,0
17,0,Provisional,0,YO,VAUXHALL,1199,P,200,14,0,Drive,5000,SDP,0,679,0
53,36,Full,20,B,SKODA,1197,P,4300,4,3,Other,5000,SDP&C,0,253,0
24,2,Full,0,B,RENAULT,1149,P,3700,5,0,Road,8000,SDP,1,1453,0
63,26,Full,10,DN,VAUXHALL,1364,P,1400,9,7,Garage,8000,SDP,0,169,0
54,22,Full,2,UB,MERCEDES-BENZ,1992,D,4000,9,0,Road,1000,SDP,0,1529,0
25,2,Full,0,CR,VOLKSWAGEN,1598,P,500,14,2,Drive,3000,SDP,1,1735,0
48,31,Full,3,DA,VAUXHALL,1598,P,1500,8,0,Drive,4000,SDP&C,1,583,0
18,1,Full,0,DT,FORD,1596,P,200,14,0,Drive,3000,SDP,0,1501,0
28,9,Full,3,CO,RENAULT,1598,P,300,14,0,Garage,9000,SDP&C,0,589,0
59,41,Full,14,CA,JAGUAR,1998,D,1900,11,3,Drive,5000,SDP,0,216,0
38,17,Full,12,MK,VOLKSWAGEN,1968,D,7100,6,2,Road,12000,SDP,0,571,0
46,27,Full,10,B,MAZDA,1998,D,2000,11,1,Road,6000,SDP,0,1144,0
19,1,Full,0,DE,SKODA,999,P,5000,2,0,Road,6000,SDP&C,0,1185,0
26,5,Full,2,DA,FORD,999,P,6900,3,2,Drive,8000,SDP&C,0,654,0
30,13,Full,3,IP,BMW,1796,P,1200,16,5,Drive,10000,SDP,0,411,0
80,25,Full,9,TA,CITROEN,998,P,1600,6,0,Garage,500,SDP,0,235,0
27,9,Full,8,DN,HONDA,1590,P,1000,17,0,Road,5000,SDP,0,662,0
46,29,Full,8,CM,LANDROVER,2720,D,8100,11,0,Road,10000,SDP&C,0,548,0
18,0,Full,1,CR,SUZUKI,1061,P,400,11,1,Drive,6000,SDP&C,0,1324,0
46,27,Full,9,B,FORD,1753,D,4300,8,4,Drive,7000,Business,0,919,0
39,21,Full,11,OL,SEAT,1390,P,3000,6,4,Drive,3000,Business,1,388,0
39,20,Full,14,PL,BMW,2494,P,1100,13,0,Road,10000,SDP&C,0,415,0
29,10,Full,0,G,VOLKSWAGEN,1390,P,600,14,0,Garage,3000,SDP,0,2021,0
32,10,Full,1,N,AUDI,1984,P,2300,11,0,Drive,8000,SDP,0,1246,0
18,1,Full,1,RG,FORD,1242,P,5900,3,0,Drive,15000,SDP&C,0,1084,0
69,32,Full,4,DY,RENAULT,1870,D,600,11,0,Drive,5000,SDP,0,327,0
26,9,Full,0,NE,FORD,1596,P,1000,14,6,Road,5000,SDP&C,0,771,0
34,14,Full,1,ME,AUDI,1968,D,11500,6,1,Drive,10000,Business,0,811,0
28,3,Full,0,PO,FORD,1596,P,1700,9,2,Drive,5000,SDP&C,0,868,0
29,4,Full,0,KY,FORD,1596,P,1400,11,1,Other,3000,SDP,0,588,0
19,1,Full,1,SN,FORD,1242,P,2100,6,0,Other,10000,SDP&C,0,1289,0
56,35,Full,13,BH,HONDA,1246,P,1300,9,5,Drive,10000,SDP&C,0,171,0
28,3,Full,3,WV,VAUXHALL,1686,D,3500,5,0,Drive,24000,Business,0,809,0
30,8,Full,8,WV,CHEVROLET,1598,P,3800,4,0,Road,8000,SDP,0,695,0
26,6,Full,2,RH,FIAT,1242,P,1300,8,4,Drive,4000,SDP&C,1,520,0
49,30,Full,9,PR,FORD,1753,D,400,13,1,Drive,2000,Business,0,393,0
48,30,Full,3,FY,VOLVO,1969,D,36000,0,0,Drive,14000,SDP&C,0,671,0
62,15,Full,6,M,FORD,1398,D,1400,8,0,Drive,10000,SDP,0,452,0
61,42,Full,20,NP,CHEVROLET,1991,D,7000,7,3,Road,9000,SDP,0,296,0
82,60,Full,9,WS,RENAULT,1461,D,800,12,0,Garage,1000,SDP,1,548,0
38,16,Full,9,B,VOLKSWAGEN,1598,D,7500,4,0,Drive,10000,Business,1,669,0
30,12,Full,3,SW,PEUGEOT,1360,P,700,11,3,Garage,2500,SDP,0,550,0
21,2,Provisional,0,DY,VAUXHALL,1199,P,500,14,1,Other,5000,SDP&C,0,861,0
81,60,Full,12,RH,HONDA,1339,P,8000,5,0,Drive,5000,SDP,1,632,0
17,0,Full,0,M,FORD,1242,P,2200,8,0,Drive,7000,SDP,0,2974,0
74,30,Full,10,MK,PEUGEOT,1398,D,5000,5,3,Road,2000,SDP&C,0,265,0
27,1,Full,1,FY,PEUGEOT,1199,P,4700,4,1,Road,5000,SDP,0,1117,0
34,10,Full,2,CF,HONDA,1998,P,1200,14,2,Drive,5000,SDP,0,573,0
77,35,Full,6,KA,TOYOTA,998,P,800,11,0,Garage,3000,SDP,1,226,0
25,8,Full,4,SN,FORD,1560,D,2900,6,2,Road,5000,SDP&C,1,524,0
18,1,Provisional,0,NP,VAUXHALL,1199,P,400,13,0,Garage,3000,SDP,0,689,0
49,20,Full,15,CF,CITROEN,1124,P,600,10,2,Drive,3000,SDP,0,196,0
17,0,Full,0,AB,FORD,1242,P,500,11,1,Garage,6000,SDP,0,1333,0
48,30,Full,20,CM,FIAT,1242,P,2500,8,4,Drive,4000,SDP,0,171,0
42,15,Full,0,CF,FORD,1299,P,300,15,0,Drive,6000,SDP,0,575,0
45,28,Full,10,MK,VOLKSWAGEN,1598,D,10600,3,0,Drive,9000,Business,0,373,0
47,28,Full,16,WD,RENAULT,1149,P,1100,13,6,Drive,6000,SDP,1,239,0
25,7,Full,2,YO,VAUXHALL,1598,P,2900,7,0,Drive,8000,SDP&C,1,625,0
25,6,Full,0,B,FORD,1596,P,2100,8,3,Other,4000,SDP&C,0,2051,0
45,28,Full,12,IP,CITROEN,1560,D,1400,10,0,Road,9000,SDP&C,0,273,0
46,27,Full,20,CH,AUDI,1896,D,4800,8,0,Drive,3000,SDP&C,0,317,0
50,27,Full,7,SG,FORD,1297,P,500,11,1,Drive,4000,SDP,0,219,0
18,1,Full,0,NN,VAUXHALL,1364,P,1700,9,0,Other,10000,SDP&C,0,2083,0
50,28,Full,20,KA,PEUGEOT,1398,D,500,13,0,Drive,5000,SDP&C,0,227,0
34,17,Full,2,NW,BMW,2494,P,4000,12,1,Drive,4000,SDP,0,872,0
22,5,Full,4,NR,VAUXHALL,1248,D,3900,2,0,Drive,20000,SDP&C,0,646,0
44,23,Full,4,ME,NISSAN,1598,D,30000,0,0,Garage,10000,Business,1,398,0
52,27,Full,20,BN,HONDA,1973,P,300,17,0,Drive,4000,SDP,0,297,0
56,25,Full,20,CH,AUDI,1390,P,3700,8,1,Drive,12000,SDP&C,0,254,0
66,23,Full,15,IV,FORD,1596,P,500,11,0,Garage,2500,SDP&C,0,276,0
65,41,Full,20,BN,FORD,1753,D,300,15,7,Drive,3000,SDP&C,0,176,0
59,39,Full,3,S,PEUGEOT,1997,D,400,15,2,Garage,6000,Business,0,437,0
81,60,Full,9,NP,PEUGEOT,1360,P,700,12,9,Road,5000,SDP,0,349,0
38,2,Full,0,DA,AUDI,1595,P,3900,8,1,Garage,5000,SDP&C,0,1043,0
28,10,Full,1,NN,SEAT,1896,D,3500,7,1,Road,5000,SDP&C,0,784,0
18,0,Provisional,0,KT,VAUXHALL,1229,P,1200,10,0,Drive,7000,SDP&C,0,532,0
39,20,Full,7,TS,SEAT,1896,D,1700,13,10,Drive,11000,SDP,0,312,0
39,18,Full,1,G,AUDI,1968,D,29200,1,1,Drive,8000,SDP&C,0,653,0
58,30,Full,9,B,VAUXHALL,1199,P,500,13,2,Other,1000,SDP,0,248,0
21,4,Full,4,DN,CITROEN,1598,P,5300,4,0,Drive,7000,SDP&C,0,622,0
59,39,Full,3,DH,SEAT,1198,P,2500,7,3,Road,10000,SDP&C,0,322,0
